Name	1	2	3	4	5	6	7	8	9	10	11	12
NUCLEAR	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CCGT	18.321843	18.386914	19.048624	25.500000	25.500000	22.499420	13.093504	23.628146	25.118915	24.879364	25.500000	18.689531
CCGT_CCS	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
COAL_US	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
COAL_IGCC	10.500000	10.500000	10.500000	3.294292	0.000000	0.000000	10.500000	0.000000	0.000000	3.729853	3.553571	10.500000
COAL_US_CCS	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
COAL_IGCC_CCS	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
PV	1.039595	1.843810	2.353800	3.001095	3.059940	3.079555	3.216860	3.059940	2.510720	1.726120	1.019980	0.706140
WIND	4.125225	3.541347	3.579426	2.310126	2.233968	1.777020	1.891257	1.713555	2.056266	3.541347	3.972909	4.302927
HYDRO_DAM	6.084240	6.132720	4.557120	3.878400	5.138880	6.762960	6.496320	6.278160	6.981120	5.138880	5.260080	5.478240
NEW_HYDRO_DAM	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
HYDRO_RIVER	3.442800	3.021000	3.511200	4.970400	7.090800	8.732400	8.778000	8.128200	6.247200	4.286400	3.967200	3.898800
NEW_HYDRO_RIVER	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
GEOTHERMAL	1.160000	1.160000	0.866188	1.160000	0.701683	1.160000	0.000000	1.160000	1.160000	1.160000	1.160000	1.160000
IND_COGEN_GAS	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
IND_COGEN_WOOD	0.072404	0.072404	0.072404	0.072404	1.231404	0.072404	0.072404	0.072404	0.072404	0.072404	0.870821	0.072404
IND_COGEN_WASTE	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
IND_BOILER_GAS	0.940000	0.940000	0.940000	0.940000	0.940000	0.940000	0.940000	0.940000	0.940000	0.940000	0.355490	0.940000
IND_BOILER_WOOD	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
IND_BOILER_OIL	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
IND_BOILER_COAL	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
IND_BOILER_WASTE	1.159000	1.159000	1.159000	1.159000	0.000000	1.159000	1.159000	1.159000	1.159000	1.159000	0.945094	1.159000
IND_DIRECT_ELEC	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
DHN_HP_ELEC	0.760000	0.760000	0.753807	0.113463	0.000000	0.000000	0.000000	0.000000	0.000000	0.507198	0.760000	0.760000
DHN_COGEN_GAS	0.260000	0.260000	0.260000	0.260000	0.145110	0.145110	0.145110	0.145110	0.250339	0.260000	0.260000	0.260000
DHN_COGEN_WOOD	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
DHN_COGEN_WASTE	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
